,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,代码Code,证券名称Securities,"发行量IssuedVolume10,000","流通量ListedVolume10,000","2018年1月- 11月January-November, 2018",,"2018年11月November, 2018",市盈率P/ERatio,,,,,,,,
1,最高价High,最低价Low,成交数量Volume,成交金额Turnover,,最高价High,最低价Low,收市价Close,升跌幅±%,成交数量Volume,成交金额Turnover,,,,,
490,002025,航天电器,42900,42890,28.990,18.920,118773,2940825,,27.070,23.880,24.86,-2.43,8460.0,217732.0,34.25
491,002026,山东威达,42010,36952,8.430,4.510,102447,670586,,7.000,5.150,5.7,10.47,28878.0,177234.0,19.07
492,002027,分众传媒,1467788,696489,15.550,5.620,2034209,20192598,,6.890,5.620,5.75,-4.17,346711.0,2111672.0,14.06
493,002028,思源电气,76021,58018,19.990,9.690,151283,2196221,,11.860,9.750,10.23,-5.01,30671.0,336136.0,31.21
494,002029,七 匹 狼,75567,74427,9.680,5.580,130638,1050160,,7.490,6.220,6.53,4.65,18322.0,124336.0,15.59
495,002030,达安基因,79741,76381,19.250,10.950,145683,2221745,,13.590,11.330,11.53,0.96,32814.0,408353.0,106.27
496,002031,巨轮智能,219940,189305,2.990,1.740,216067,527641,,2.290,1.920,2.02,5.76,40912.0,85402.0,69.66
497,002032,苏 泊 尔,82124,54424,59.000,36.790,40557,1933683,,54.970,47.740,53.7,10.45,1978.0,100381.0,33.73
498,002033,丽江旅游,54949,54948,9.470,5.440,65600,488351,,6.450,5.840,5.95,1.19,8304.0,50515.0,16.01
499,002034,旺能环境,41657,14261,57.280,8.880,36628,579803,,15.480,11.480,12.99,12.56,14127.0,186829.0,23.04
500,002035,华帝股份,88162,78192,35.500,8.130,201318,3376547,,10.050,8.480,8.79,-1.24,29112.0,273879.0,15.05
501,002036,联创电子,55079,39430,18.660,7.720,125955,1730259,,10.250,8.710,9.05,1.8,12680.0,121028.0,17.8
502,002037,久联发展,32737,32737,12.860,6.500,54630,502536,,8.780,7.140,8.25,15.55,11169.0,89224.0,35.18
503,002038,双鹭药业,68490,56792,49.550,24.320,175183,6386531,,31.270,27.300,29.79,9.4,12514.0,370268.0,38.24
504,002039,黔源电力,30540,30537,16.180,12.200,39639,576312,,13.110,12.550,12.87,2.63,2842.0,36478.0,12.27
505,002040,南 京 港,37228,30675,14.720,7.080,75698,804561,,8.780,7.820,8.14,3.56,6373.0,53057.0,28.5
506,002041,登海种业,88000,87386,13.770,5.010,168555,1384248,,6.340,5.540,5.85,3.54,15550.0,92329.0,30.89
507,002042,华孚时尚,151938,151761,14.130,4.510,196049,1521454,,6.200,4.840,5.7,18.26,42902.0,234342.0,12.79
508,002043,兔 宝 宝,83027,69302,12.950,5.070,189185,1653054,,6.390,5.420,5.51,0.36,30814.0,177309.0,13.02
509,002044,美年健康,312157,234456,30.420,12.690,283008,5712341,,17.360,14.860,16.18,10.75,28320.0,458956.0,82.26
510,002045,国光电器,46838,41569,20.250,3.970,256639,2392886,,6.310,4.310,5.0,15.47,45980.0,243275.0,17.91
511,002046,轴研科技,52435,34057,10.130,5.530,44838,352711,,6.730,6.000,6.27,4.5,4110.0,26148.0,200.96
512,002047,宝鹰股份,134130,126306,7.840,5.500,136859,864867,,7.030,6.110,6.97,11.16,18779.0,122714.0,25.49
513,002048,宁波华翔,62623,46064,24.980,9.000,135122,2051616,,12.060,9.980,11.24,11.73,13248.0,148608.0,8.82
514,002049,紫光国微,60682,60624,60.760,28.310,611757,28051017,,34.880,31.000,31.99,3.59,39781.0,1308193.0,69.36
515,002050,三花智控,213065,186075,21.180,10.400,333567,5580717,,13.500,11.310,13.3,17.7,22591.0,285013.0,22.82
516,002051,中工国际,111267,111105,19.250,10.210,68122,988325,,12.470,10.940,11.15,0.45,13931.0,161410.0,8.36
517,002052,同洲电子,74596,74595,6.860,2.850,353023,1659603,,4.080,3.340,3.53,4.44,40066.0,146350.0,294.17
518,002053,云南能投,55833,37170,12.530,6.790,37072,369760,,7.920,6.990,7.38,5.58,2553.0,19092.0,25.41
519,002054,德美化工,41923,31262,15.270,4.040,338464,2357154,,9.260,4.530,6.49,42.01,116799.0,874724.0,90.77
520,002055,得润电子,47969,42581,21.000,8.410,105497,1577766,,12.770,9.570,11.62,21.93,19606.0,220276.0,31.06
521,002056,横店东磁,164360,164241,11.530,4.550,381545,2979997,,6.150,5.330,5.93,8.81,62318.0,356255.0,16.86
522,002057,中钢天源,38353,31964,13.220,5.410,63104,555709,,6.760,5.950,6.17,1.48,7741.0,48093.0,17.49
523,002058,威 尔 泰,14345,14345,23.580,8.070,37672,504847,,17.820,9.510,11.82,22.74,12348.0,161325.0,603.06
524,002059,云南旅游,73079,73079,8.150,4.700,27178,175344,,6.350,5.290,5.62,4.66,6244.0,34838.0,57.41
525,002060,粤 水 电,120226,120167,3.900,2.510,117916,380272,,3.110,2.730,2.87,4.36,11687.0,33786.0,21.83
526,002061,浙江交科,137564,57874,16.850,6.940,167963,1977333,,11.650,8.480,11.07,27.39,18360.0,191917.0,13.75
527,002062,宏润建设,110250,95861,5.760,3.340,75895,334049,,4.220,3.930,4.01,1.52,5092.0,20783.0,16.25
528,002063,远光软件,84940,75506,14.030,4.640,374155,3725957,,6.310,5.350,5.94,12.5,28593.0,166711.0,29.3
529,002064,华峰氨纶,167680,155610,5.280,3.720,166755,760896,,4.230,3.880,4.07,4.36,17045.0,68926.0,17.7
530,002065,东华软件,311548,280761,10.880,6.250,956865,8337411,,7.970,6.940,7.11,-0.56,61353.0,464192.0,33.63
531,002066,瑞泰科技,23100,23100,12.680,6.000,107700,960518,,8.730,6.940,7.62,9.64,15740.0,124116.0,115.98
532,002067,景兴纸业,112845,97490,6.420,2.880,351979,1696283,,4.390,3.110,3.69,18.27,75909.0,293036.0,6.53
533,002068,黑猫股份,72706,60699,10.780,6.490,211484,1855410,,7.290,6.630,6.74,-0.44,17130.0,120030.0,10.19
534,002069,獐子岛,71111,68874,8.450,3.000,193529,822935,,3.880,3.300,3.5,6.38,16429.0,59422.0,
535,002070,*ST众和,63526,63526,5.240,3.720,108541,471132,,3.920,3.920,3.92,0.0,0.0,0.0,
536,002071,长城影视,52543,52166,10.300,4.250,286569,1886596,,6.150,4.510,5.58,23.18,49647.0,269943.0,17.27
537,002072,凯瑞德,17600,16686,28.900,5.250,335821,2689483,,9.780,6.100,7.84,27.69,85577.0,662288.0,
538,002073,软控股份,93399,78272,9.130,4.330,185832,1308684,,5.450,4.770,4.93,5.34,20938.0,105899.0,50.1
539,002074,国轩高科,113665,100845,23.640,10.000,270869,4375532,,13.410,11.670,12.56,3.2,31601.0,402292.0,17.04
540,002075,沙钢股份,220677,220677,16.120,7.960,75571,757525,,16.090,7.960,8.3,-48.42,75571.0,757525.0,25.99
541,002076,雪 莱 特,77790,44537,6.750,2.320,367037,1787949,,4.160,3.050,3.76,14.29,45573.0,164534.0,52.37
542,002077,大港股份,58035,53172,15.130,3.370,182893,1055612,,5.080,3.770,4.26,12.4,43984.0,198070.0,73.58
543,002078,太阳纸业,259260,253130,12.880,5.700,568550,5414870,,6.910,5.880,6.02,-0.66,77866.0,506323.0,7.71
544,002079,苏州固锝,72797,72621,9.660,3.950,294648,2086867,,5.780,4.400,5.14,17.35,40195.0,207435.0,35.74
545,002080,中材科技,129086,64000,27.650,6.610,133345,1941652,,8.540,7.700,7.95,1.15,10058.0,81553.0,13.37
546,002081,金 螳 螂,264331,257616,16.940,7.130,304818,3702129,,9.180,8.080,8.65,7.86,19911.0,172929.0,11.92
547,002082,万邦德,23800,23800,15.370,6.920,21481,218221,,9.270,7.800,8.35,7.19,5267.0,45092.0,20.23
548,002083,孚日股份,90800,86730,6.900,4.900,104287,586368,,5.430,5.030,5.1,-0.78,6686.0,34867.0,11.29
549,002084,海鸥住工,50639,49791,7.490,3.300,62301,328637,,4.810,3.970,4.21,3.19,11894.0,51269.0,23.18
550,002085,万丰奥威,218688,211374,17.880,6.500,200364,1904095,,8.060,7.320,7.48,-2.86,15338.0,119185.0,18.16
551,002086,东方海洋,75635,47562,13.400,3.580,280140,1887686,,5.600,4.130,4.81,16.18,77717.0,385999.0,29.33
552,002087,新野纺织,81679,81564,6.210,3.270,245918,1079692,,4.130,3.590,3.68,0.82,37328.0,142484.0,10.29
553,002088,鲁阳节能,36196,20879,17.940,9.080,92357,1319318,,10.540,9.510,9.85,2.39,6532.0,65253.0,16.17
554,002089,新 海 宜,137467,93639,6.540,2.500,297158,1313484,,4.270,3.150,4.13,29.06,106482.0,401330.0,
555,002090,金智科技,23780,23148,22.970,12.130,18298,318487,,17.690,14.330,17.41,22.18,3195.0,51085.0,26.98
556,002091,江苏国泰,157077,97223,9.380,4.480,172943,1185251,,5.850,5.130,5.55,6.12,20396.0,112148.0,11.3
557,002092,中泰化学,214645,203448,15.670,6.900,480759,5555202,,8.100,7.320,7.49,0.27,36381.0,280682.0,6.69
558,002093,国脉科技,100750,98170,10.600,5.710,191613,1640038,,7.190,6.170,6.64,6.92,18260.0,121346.0,41.09
559,002094,青岛金王,69255,60116,23.900,4.450,231658,2339478,,6.500,4.680,5.78,23.5,54851.0,310213.0,9.93
560,002095,生 意 宝,25272,25164,53.940,20.650,68402,2479010,,26.450,21.200,21.71,-3.6,11381.0,272207.0,286.03
561,002096,南岭民爆,37129,37085,8.490,4.600,53166,355795,,5.970,5.140,5.57,7.95,4866.0,27417.0,76.51
562,002097,山河智能,105607,85858,7.980,5.300,146896,999988,,6.160,5.650,5.85,5.03,15752.0,93071.0,38.06
563,002098,浔兴股份,35800,31000,16.330,5.200,138049,1046318,,9.850,6.200,6.71,3.07,75347.0,609062.0,20.19
564,002099,海翔药业,161882,159174,6.090,4.110,190069,994072,,4.930,4.510,4.58,1.33,18856.0,89355.0,21.71
565,002100,天康生物,96340,96340,8.530,3.650,75883,429438,,4.900,4.130,4.48,8.47,12921.0,58134.0,10.6
566,002101,广东鸿图,53244,42561,21.290,6.680,58309,745330,,8.860,7.410,8.6,15.59,6589.0,53459.0,15.71
567,002102,ST冠福,263384,212742,5.360,1.490,763834,2435045,,2.400,1.640,2.04,21.43,203352.0,419956.0,19.01
568,002103,广博股份,54562,37432,9.450,3.660,193877,1027028,,5.070,3.850,4.98,27.69,43443.0,195220.0,24.46
569,002104,恒宝股份,71203,60311,10.190,4.870,188758,1426151,,6.100,5.250,5.6,6.87,21229.0,120610.0,24.52
570,002105,信隆健康,36850,36850,6.870,3.200,47699,249641,,4.640,3.750,4.16,9.19,9015.0,38949.0,33.47
571,002106,莱宝高科,70582,70385,10.660,5.010,179523,1291560,,6.820,5.760,6.25,8.51,21361.0,133898.0,31.31
572,002107,沃华医药,36076,34830,12.550,5.900,27351,263164,,8.040,6.460,7.68,17.79,5392.0,39823.0,48.58
573,002108,沧州明珠,141792,141792,12.450,3.730,364721,2403704,,4.750,4.110,4.57,11.19,38614.0,168954.0,11.89
574,002109,兴化股份,105294,54499,8.460,3.500,212802,1070406,,4.030,3.620,3.72,-0.27,17389.0,66433.0,18.97
575,002110,三钢闽光,163438,99063,25.470,12.840,603707,11446159,,17.660,12.840,13.21,-22.39,59109.0,907912.0,5.41
576,002111,威海广泰,38183,32665,15.630,8.610,63541,745238,,10.750,9.610,10.1,4.55,7628.0,78777.0,34.05
577,002112,三变科技,20160,18331,17.410,5.130,158305,1286590,,8.560,6.420,6.76,-5.19,33380.0,250663.0,
578,002113,天润数娱,153269,80493,12.960,2.990,338543,1567624,,5.410,3.910,4.91,25.58,129253.0,600220.0,1402.86
579,002114,罗平锌电,32340,32338,18.900,5.890,111672,1239960,,8.780,6.810,7.95,16.23,13748.0,108512.0,46.49
580,002115,三维通信,55356,34707,10.790,6.800,177145,1572805,,9.590,8.250,8.93,8.11,25013.0,223739.0,104.69
581,002116,中国海诚,41763,41548,11.110,6.210,44112,376242,,7.850,6.820,7.16,4.99,3811.0,27575.0,14.9
582,002117,东港股份,36378,36366,22.580,11.630,76568,1231584,,15.260,12.170,14.2,16.11,9745.0,134838.0,22.26
583,002118,紫鑫药业,128076,102571,10.200,3.750,505707,3762939,,5.700,4.410,4.89,9.15,44337.0,222997.0,16.86
584,002119,康强电子,28868,28270,20.650,7.840,35570,526911,,9.970,8.660,9.22,5.98,3096.0,29060.0,41.59
585,002120,韵达股份,171276,23505,60.730,28.350,33931,1397449,,33.180,28.350,28.78,-5.89,4045.0,126681.0,30.97
586,002121,科陆电子,140835,80781,9.260,4.340,105981,695192,,5.290,4.570,4.88,5.63,14228.0,71026.0,14.98
587,002122,*ST天马,118800,118800,8.490,1.410,308181,558221,,2.400,1.620,1.85,10.12,73925.0,146076.0,17.19
588,002123,梦网集团,81061,62301,12.330,6.800,125744,1209140,,7.830,7.130,7.29,1.39,12164.0,91438.0,25.13
589,002124,天邦股份,115963,94000,10.310,3.740,170046,1060122,,6.400,5.150,6.35,21.88,14363.0,85315.0,28.08
590,002125,湘潭电化,34560,25895,10.920,6.170,70114,604627,,7.530,6.770,7.13,2.74,5325.0,38115.0,52.23
591,002126,银轮股份,80108,76627,10.800,6.450,203060,1813597,,8.030,7.080,7.17,-0.97,16196.0,121774.0,18.47
592,002127,南极电商,245487,147983,16.470,5.710,284017,2979037,,8.540,7.180,7.81,6.69,27767.0,218348.0,35.88
593,002128,露天煤业,163438,163438,12.840,7.550,388715,3772454,,8.390,7.550,7.63,-5.92,19617.0,156962.0,7.11
594,002129,中环股份,278516,264424,12.090,5.200,1255445,11367557,,6.690,5.700,6.59,15.61,96567.0,608830.0,31.4
595,002130,沃尔核材,126185,99234,6.290,3.030,175976,821819,,3.930,3.380,3.81,9.48,31939.0,116352.0,28.63
596,002131,利欧股份,605721,388237,3.230,1.500,1019617,2366523,,1.900,1.530,1.57,-4.85,246221.0,423531.0,20.82
597,002132,恒星科技,125650,125248,5.460,2.690,244491,829054,,3.490,2.720,2.8,-1.06,38277.0,115182.0,62.22
598,002133,广宇集团,77414,63496,5.370,3.160,148324,649502,,4.200,3.520,3.72,5.08,22367.0,86560.0,15.16
599,002134,天津普林,24585,24585,10.970,5.050,89880,677005,,7.130,5.780,6.6,13.01,10400.0,68110.0,114.38
600,002135,东南网架,103440,85258,7.520,4.730,90117,535456,,5.550,5.010,5.12,0.79,6629.0,34668.0,51.15
601,002136,安 纳 达,21502,21401,16.360,7.800,95296,1188698,,8.890,7.860,8.05,-1.83,5043.0,42620.0,10.57
602,002137,麦达数字,57906,28480,14.600,5.210,406983,4056882,,9.180,6.050,7.56,26.0,64424.0,507378.0,58.15
603,002138,顺络电子,81204,69906,19.190,12.990,160108,2639521,,15.280,13.480,14.11,2.99,14506.0,208778.0,33.76
604,002139,拓邦股份,101905,78416,12.120,3.340,267715,2024514,,4.660,3.850,4.21,11.97,35359.0,150258.0,20.45
605,002140,东华科技,44603,43959,11.730,5.150,59567,492826,,6.760,5.850,6.25,6.11,7021.0,44441.0,
606,002141,贤丰控股,113466,63660,8.050,2.750,225870,1084940,,6.200,2.950,4.47,50.0,94856.0,430540.0,551.85
607,002142,宁波银行,520856,463062,22.300,15.200,449598,8122850,,18.270,16.560,16.91,-3.98,48592.0,838898.0,9.19
608,002143,印纪传媒,176983,97412,14.800,2.540,390184,1716477,,4.350,2.810,3.32,16.49,102228.0,362465.0,7.64
609,002144,宏达高科,17676,14029,15.260,8.610,22622,275325,,11.200,9.500,10.35,8.38,2716.0,28535.0,18.95
610,002145,中核钛白,159125,100020,6.290,3.100,289938,1288106,,3.690,3.280,3.33,0.0,21185.0,73335.0,13.64
611,002146,荣盛发展,434816,389167,14.290,6.650,1027725,10675254,,8.950,7.730,8.38,5.54,49386.0,407224.0,6.33
612,002147,新光圆成,182808,53699,14.890,5.100,149175,985096,,13.280,5.100,5.28,-64.23,142777.0,895129.0,7.11
613,002148,北纬科技,56701,44293,9.820,4.380,277312,1917920,,6.960,4.910,5.69,14.03,50788.0,307273.0,24.9
614,002149,西部材料,42541,42534,10.690,4.880,123852,1002858,,6.250,5.430,5.6,-1.75,13132.0,76447.0,44.06
615,002150,通润装备,27424,27314,9.400,5.360,32774,237286,,6.980,6.120,6.47,5.03,4767.0,31305.0,25.08
616,002151,北斗星通,51298,27318,36.920,19.180,200370,5862621,,23.800,20.200,21.46,6.93,16208.0,354148.0,104.99
617,002152,广电运通,242889,200191,8.920,5.100,511629,3543886,,6.340,5.620,5.81,2.11,32922.0,196246.0,15.69
618,002153,石基信息,106685,48452,39.870,22.010,232872,6933930,,34.100,27.810,28.7,-1.54,14232.0,440544.0,73.07
619,002154,报 喜 鸟,125821,110420,3.690,2.650,170770,553708,,3.380,2.860,3.04,5.92,18114.0,56791.0,148.29
620,002155,湖南黄金,120204,120193,10.370,5.910,360475,2949079,,7.300,6.400,6.93,7.28,47959.0,331412.0,27.57
621,002156,通富微电,115370,97243,13.970,6.960,420621,4731168,,8.780,7.410,7.76,4.86,35063.0,277287.0,73.28
622,002157,正邦科技,236465,216017,6.600,3.440,439448,2012581,,5.170,3.990,5.11,27.43,43323.0,200469.0,22.68
623,002158,汉钟精机,53527,52860,14.190,6.350,177104,1876051,,8.920,6.980,7.57,9.08,19171.0,148634.0,17.69
624,002159,三特索道,13867,13855,21.800,12.800,23482,439801,,20.900,17.970,19.23,7.01,1915.0,37560.0,484.38
625,002160,常铝股份,72427,60184,7.050,3.610,140444,732918,,4.250,3.820,3.97,1.28,14570.0,58984.0,16.85
626,002161,远 望 谷,73976,69390,11.250,5.230,388777,3288892,,7.110,5.710,5.95,4.57,50270.0,321344.0,2833.33
627,002162,悦心健康,85555,85305,5.620,2.560,101766,376040,,3.510,2.830,3.18,13.17,21959.0,70431.0,134.75
628,002163,中航三鑫,80355,80342,7.640,3.360,121811,618900,,4.750,4.040,4.41,8.35,15591.0,68796.0,
629,002164,宁波东力,69935,43994,9.040,2.410,235318,1016100,,3.580,2.730,3.0,8.3,41986.0,132623.0,13.17
630,002165,红 宝 丽,60206,52737,6.430,3.130,71952,332527,,4.140,3.560,3.76,0.8,10581.0,40636.0,55.38
631,002166,莱茵生物,43728,35388,11.650,5.700,69153,635734,,7.090,6.280,6.51,3.99,6620.0,44256.0,13.82
632,002167,东方锆业,62095,61860,10.750,4.630,169663,1284540,,6.570,5.190,5.92,12.33,19285.0,110668.0,
633,002168,深圳惠程,81414,78585,13.760,8.520,201494,2123234,,11.280,9.050,10.54,16.85,33884.0,349599.0,
634,002169,智光电气,78779,75520,6.140,3.120,188129,889556,,4.330,3.540,3.87,8.4,27691.0,107574.0,24.35
635,002170,芭田股份,88686,64321,6.720,2.270,121222,460862,,3.470,2.660,2.99,11.15,25016.0,76450.0,
636,002171,楚江新材,106921,102751,7.560,4.080,140810,887750,,5.830,4.670,5.33,13.65,18532.0,97821.0,15.8
637,002172,澳洋健康,77648,69042,7.250,3.250,136945,721267,,4.160,3.700,3.99,7.84,8836.0,34839.0,20.03
638,002173,创新医疗,45486,20268,15.860,8.000,38312,458914,,9.740,8.160,8.33,-1.42,6161.0,55284.0,26.98
639,002174,游族网络,88847,61601,25.800,13.020,114501,2317718,,17.440,14.200,15.77,11.06,15217.0,244796.0,21.36
640,002175,东方网络,75378,53029,8.720,2.960,439214,2173339,,4.220,3.240,3.66,12.96,72794.0,270415.0,
641,002176,江特电机,146918,146831,12.950,5.520,672328,6665171,,6.660,5.880,6.37,5.46,65078.0,407379.0,33.26
642,002177,御银股份,76119,76119,6.100,2.560,217093,972316,,4.520,2.970,3.41,15.59,50135.0,187958.0,188.4
643,002178,延华智能,71215,71000,15.670,3.370,550944,3596624,,4.900,3.790,4.22,11.35,49868.0,214138.0,119.89
644,002179,中航光电,79094,78247,46.000,31.400,114771,4597600,,40.950,37.060,39.17,2.27,8275.0,323490.0,37.54
645,002180,纳思达,106359,94623,35.550,20.710,75969,2184604,,27.200,24.050,25.19,-0.08,5127.0,131461.0,28.22
646,002181,粤 传 媒,116106,113443,6.950,2.830,332515,1655381,,4.710,3.150,3.87,22.86,50693.0,203654.0,61.92
647,002182,云海金属,64642,45094,9.750,5.630,223122,1619613,,7.190,6.470,6.74,-2.18,17551.0,121886.0,28.14
648,002183,怡 亚 通,212270,212037,8.240,4.810,406261,2703397,,5.890,5.100,5.2,2.36,59975.0,325912.0,18.54
649,002184,海得控制,24140,13587,20.340,7.830,165070,2331626,,12.400,8.700,12.4,43.85,17635.0,179427.0,207.36
650,002185,华天科技,213111,213044,8.860,3.660,833698,5551615,,4.500,3.850,3.96,2.33,62103.0,257159.0,17.04
651,002186,全 聚 德,30846,30633,18.750,11.300,23384,352920,,12.800,11.690,11.88,0.0,1773.0,21651.0,26.94
652,002187,广百股份,34242,34242,10.840,7.210,26144,239862,,8.600,7.750,8.49,8.57,2688.0,21854.0,16.77
653,002188,*ST巴士,29563,21475,15.660,2.500,89870,552659,,3.930,2.940,3.53,14.98,13422.0,46313.0,
654,002189,利达光电,19924,19670,19.880,9.570,48902,736837,,12.120,10.720,10.98,2.14,3880.0,44229.0,100.55
655,002190,成飞集成,35873,34519,26.000,14.650,98799,2096187,,18.560,15.880,17.5,10.06,4719.0,81567.0,
656,002191,劲嘉股份,149483,130225,9.480,6.420,185852,1500714,,7.880,7.120,7.46,1.77,14409.0,108124.0,19.31
657,002192,融捷股份,25966,23699,36.280,12.210,133692,3319685,,23.320,12.500,21.3,70.54,18895.0,359775.0,152.91
658,002193,如意集团,26172,23042,17.520,9.430,62653,847028,,14.580,9.680,9.84,-26.79,14769.0,187134.0,36.31
659,002194,*ST凡谷,56467,41134,11.760,3.530,264858,2011722,,7.470,4.590,6.53,49.43,24495.0,147248.0,
660,002195,二三四五,444296,424867,7.760,3.620,1820736,9436837,,4.440,3.780,3.86,-2.77,233279.0,956396.0,18.09
661,002196,方正电机,44351,30115,10.570,4.810,85511,683975,,6.540,5.180,5.64,8.67,9616.0,54364.0,19.22
662,002197,证通电子,51516,43458,12.900,6.460,91761,845493,,8.140,6.460,7.08,9.6,19297.0,141790.0,84.59
663,002198,嘉应制药,50751,45126,12.370,5.330,139735,914497,,6.700,6.010,6.1,-4.54,14035.0,89635.0,
664,002199,东晶电子,24344,24344,15.570,6.710,40517,396225,,9.080,7.690,7.89,-5.4,5457.0,46255.0,1293.44
665,002200,云投生态,18413,13162,13.740,4.880,49141,413718,,7.340,5.720,5.98,3.64,7137.0,45596.0,
666,002201,九鼎新材,33247,33164,11.480,5.000,50265,415994,,7.400,6.290,6.92,6.46,7654.0,52088.0,
667,002202,金风科技,290614,285463,20.000,8.420,542592,7917747,,11.630,8.800,11.02,25.37,68613.0,722952.0,12.83
668,002203,海亮股份,195246,163384,9.440,6.900,128955,1089381,,8.480,7.320,7.68,3.36,9483.0,73877.0,21.26
669,002204,大连重工,193137,193137,4.500,2.880,112551,449563,,3.430,3.220,3.32,0.91,4579.0,15240.0,253.44
670,002205,国统股份,11615,11615,19.430,9.920,48069,682481,,14.850,11.270,12.7,11.99,6201.0,79696.0,92.77
671,002206,海 利 得,122303,90968,6.280,3.480,138935,684984,,4.410,3.900,4.0,1.27,13149.0,54449.0,15.59
672,002207,ST准油,23918,23742,9.650,4.040,76823,489345,,5.340,4.490,4.74,4.87,7993.0,39606.0,114.49
673,002208,合肥城建,32010,31927,19.780,7.800,303786,4084095,,12.880,9.300,10.47,10.33,36403.0,403506.0,25.24
674,002209,达 意 隆,19524,15375,11.480,5.350,71047,599333,,9.540,6.620,7.1,9.4,15668.0,119730.0,68.73
675,002210,飞马国际,165288,139695,13.400,3.630,547192,2978528,,5.380,4.080,4.83,15.27,257903.0,1213515.0,26.09
676,002211,宏达新材,43248,43248,8.120,3.850,190218,1102502,,5.590,4.830,5.02,8.66,21074.0,109543.0,106.36
677,002212,南洋股份,114690,78183,20.150,9.600,84524,1141094,,11.130,10.200,10.49,-1.96,7095.0,75435.0,28.31
678,002213,特 尔 佳,20600,20600,17.180,6.180,101382,1067553,,9.890,7.330,8.41,13.19,25801.0,218759.0,170.93
679,002214,大立科技,45867,35732,8.730,4.480,165603,1092407,,6.070,5.130,5.64,10.81,12594.0,70374.0,85.71
680,002215,诺 普 信,91408,72495,8.640,6.080,204880,1519219,,7.340,6.800,6.92,0.29,14283.0,100777.0,20.5
681,002216,三全食品,81243,57216,8.950,5.170,65342,484271,,6.220,5.600,6.0,8.89,5292.0,31485.0,67.72
682,002217,合力泰,311642,256607,11.500,4.140,527966,4018205,,5.950,4.840,5.01,1.01,65928.0,354615.0,13.29
683,002218,拓日新能,123634,121572,5.630,2.450,321356,1174841,,3.030,2.710,2.79,0.72,25639.0,74270.0,21.14
684,002219,恒康医疗,186524,184438,11.710,2.910,435417,1757104,,4.550,3.470,4.32,23.43,104034.0,428283.0,39.74
685,002220,天宝食品,76648,54527,9.120,2.250,198572,782276,,3.280,2.460,2.81,13.77,65199.0,189632.0,16.09
686,002221,东华能源,164978,151759,13.570,7.530,261440,2736921,,8.670,8.020,8.1,-4.71,20069.0,169383.0,12.57
687,002222,福晶科技,42750,42292,19.210,9.280,182592,2710122,,11.490,9.840,10.2,4.19,13977.0,147185.0,31.92
688,002223,鱼跃医疗,100248,85511,24.940,15.530,217043,4547612,,18.970,17.380,17.94,1.93,10874.0,198944.0,30.38
689,002224,三 力 士,65807,47117,9.360,5.240,128388,879178,,6.570,5.780,5.96,0.85,23966.0,148225.0,24.4
690,002225,濮耐股份,88818,68270,5.680,4.110,139500,688379,,5.260,4.590,4.7,-4.08,10724.0,53192.0,188.76
691,002226,江南化工,124898,91128,7.760,4.680,222791,1401767,,6.600,4.680,5.98,10.33,85151.0,496540.0,91.44
692,002227,奥 特 迅,22060,22030,19.500,9.130,29844,434305,,12.300,9.820,10.26,4.27,4229.0,46090.0,152.45
693,002228,合兴包装,116952,116544,7.480,3.270,275812,1499509,,5.440,4.380,4.48,-8.94,34428.0,174365.0,34.04
694,002229,鸿博股份,50134,41170,15.590,5.900,500348,5068139,,7.840,6.300,6.6,-5.44,39762.0,290774.0,308.41
695,002230,科大讯飞,209253,181716,67.400,19.800,768137,31078847,,26.140,23.380,24.62,9.08,93990.0,2332587.0,117.97
696,002231,奥维通信,35680,30589,11.090,4.660,120888,846543,,7.100,5.270,6.4,20.3,18072.0,111395.0,238.81
697,002232,启明信息,40855,40371,11.800,6.200,97575,930285,,7.980,7.050,7.25,1.26,7617.0,56665.0,55.68
698,002233,塔牌集团,119228,116212,14.190,9.590,311192,3672187,,11.260,10.170,10.66,3.6,25558.0,273272.0,17.63
699,002234,民和股份,30205,19115,15.180,8.300,150850,1875890,,14.800,11.650,12.35,5.2,17082.0,222989.0,
700,002235,安妮股份,62396,50037,16.480,4.760,655236,6280861,,6.880,5.250,6.32,20.15,78495.0,481956.0,
701,002236,大华股份,299762,183431,30.550,10.840,825249,16004315,,14.890,11.800,13.34,15.9,134371.0,1766343.0,16.26
702,002237,恒邦股份,91040,85168,13.360,7.160,477515,4924482,,8.650,7.710,7.96,2.31,39710.0,322985.0,20.08
703,002238,天威视讯,61735,61735,10.700,5.000,47727,364163,,8.010,5.440,8.01,45.9,11245.0,76072.0,20.99
704,002239,奥特佳,313136,302369,4.130,1.720,265150,698628,,2.550,2.010,2.22,9.36,91054.0,208608.0,18.94
705,002240,威华股份,53534,49065,17.600,7.630,107077,1383530,,9.660,8.180,8.71,0.11,13627.0,120825.0,177.39
706,002241,歌尔股份,324510,271950,17.950,6.620,662800,7953188,,8.020,7.000,7.19,-1.1,51009.0,382974.0,10.91
707,002242,九阳股份,76751,76193,18.760,13.500,78647,1319223,,14.950,13.690,14.14,-0.28,7731.0,111504.0,15.75
708,002243,通产丽星,36495,36495,11.880,5.130,214772,1726239,,7.450,6.520,6.56,-2.96,20621.0,144145.0,56.65
709,002244,滨江集团,311144,270290,9.110,3.240,411807,2663782,,4.410,3.840,3.93,-2.24,30381.0,125727.0,7.15
